crscode,name,longitude,latitude,easting,northing,staffinglevel,cctv,ticketmachine,carspaces,busservices,category,frequency,entsexits,dateopened
KKH,KIRKHILL,-4.167105,55.813912,264300,659975,unstaffed,true,false,10,true,F,76,78116,
SBM,SOUTH BERMONDSEY,-0.054678,51.488134,535160,178370,partTime,true,true,0,true,E,165,781448,
BRK,BERWICK (SUSSEX),0.166018,50.840377,552603,106774,partTime,true,true,0,true,E,52,78310,
MSR,MINSTER,1.317217,51.329173,631192,164122,unstaffed,true,true,10,true,F1,49,78422,
NWR,NEWTONMORE,-4.119109,57.059144,271580,798450,unstaffed,true,false,10,true,F,13,7848,
BLH,BELLSHILL,-4.024499,55.817062,273245,660055,partTime,true,true,5,true,E,133,784890,
BBG,BISHOPBRIGGS,-4.224915,55.903877,261000,670100,partTime,true,true,0,true,D,79,785368,
SIC,SILECROFT,-3.334441,54.225956,313100,481960,unstaffed,true,false,0,true,F2,31,7858,
CBH,CAMBRIDGE HEATH,-0.057279,51.531971,534850,183240,unstaffed,true,true,0,true,F1,162,786006,
BOT,BOOTLE ORIEL ROAD,-2.995733,53.446619,333964,394890,fullTime,true,false,1,true,E,143,787114,
BOP,BOWES PARK,-0.120582,51.607010,530245,191470,partTime,true,true,0,true,E,164,788328,
WLY,WOODLEY,-2.093272,53.429252,393900,392500,unstaffed,true,true,5,true,F2,57,78852,
HST,HIGH STREET (GLASGOW),-4.240118,55.859563,259890,665200,partTime,true,false,0,true,E,257,789096,
DNT,DENT,-2.363599,54.282407,376425,487480,unstaffed,true,false,8,true,F2,14,7894,
NAY,NEWTON AYCLIFFE,-1.589645,54.613701,426600,524360,unstaffed,true,false,16,true,F1,30,78962,
TRF,TREFFOREST,-3.325118,51.591461,308300,188900,partTime,true,true,112,NA,E,192,790574,
WES,WESTERTON,-4.334880,55.904806,254130,670430,partTime,true,true,110,true,D,263,790626,
GNR,GREEN ROAD,-3.245571,54.244524,318930,483920,unstaffed,true,false,5,true,F2,39,7918,
HBD,HEBDEN BRIDGE,-2.009059,53.737586,399500,426800,partTime,true,true,78,true,E,143,792174,
FKW,FOLKESTONE WEST,1.153903,51.084585,620985,136428,partTime,true,true,215,true,E,97,793296,
PMT,POLMONT,-3.714973,55.984736,293100,678190,partTime,true,true,186,true,E,153,793658,
SBP,STONEBRIDGE PARK,-0.275828,51.544109,519660,184210,fullTime,true,true,0,true,D,486,793880,
CFT,CROFTON PARK,-0.036503,51.455188,536520,174740,partTime,true,true,0,true,E,154,794144,
IFD,ILFORD,0.069679,51.559116,543570,186500,fullTime,true,true,0,true,C2,297,7942174,
SPB,SHEPHERD'S BUSH,-0.217654,51.505283,523799,179989,fullTime,true,true,0,true,D,198,7955106,29/9/2008
SDH,SUDBURY HILL HARROW,-0.335803,51.558464,515465,185710,unstaffed,true,false,0,true,F2,28,79582,
NLW,NEWTON-LE-WILLOWS,-2.613598,53.453059,359350,395320,fullTime,true,true,100,true,E,154,796248,
DHN,DEIGHTON,-1.751896,53.668481,416490,419140,unstaffed,true,false,0,true,F2,73,79646,
CRK,CHIRK,-3.065643,52.933086,328470,337830,unstaffed,true,false,15,NA,F2,42,79746,
ALP,ALTHORPE,-0.733182,53.585499,483960,410625,unstaffed,true,false,0,true,F2,35,7978,
LTM,LYTHAM,-2.964040,53.739280,336510,427420,unstaffed,true,false,0,true,F2,36,79852,
CBP,CASTLE BAR PARK,-0.331549,51.522929,515850,181765,partTime,true,false,0,true,E,64,79866,
BSR,BROADSTAIRS,1.433561,51.360673,639131,167997,partTime,true,true,39,true,E,131,798842,
CLT,CLACTON-ON-SEA,1.154092,51.794001,617600,215300,partTime,true,true,49,true,C1,66,799344,
NOT,NOTTINGHAM,-1.146382,52.947073,457455,339195,fullTime,true,true,512,true,B,373,8004938,
HAZ,HAZEL GROVE,-2.122019,53.377541,391980,386750,partTime,true,true,389,true,D,105,801594,
SEG,SELLING,0.940870,51.277353,605210,157242,unstaffed,true,true,10,true,F1,56,80248,
NCT,NEWARK CASTLE,-0.813160,53.080002,479600,354300,unstaffed,true,true,80,true,F1,60,802590,
ASY,ASHLEY,-2.341460,53.355722,377370,384370,unstaffed,true,false,0,true,F2,42,8030,
DDG,DORRIDGE,-1.752900,52.372067,416920,274920,partTime,true,true,104,true,E,156,803190,
SON,STEETON & SILSDEN,-1.944719,53.900030,403730,444875,unstaffed,true,true,143,true,F1,141,803930,
CUD,CUDDINGTON,-2.599306,53.239918,360100,371600,unstaffed,true,false,5,true,F2,42,80650,
WOS,WORCESTER SHRUB HILL,-2.209408,52.194724,385783,255186,partTime,true,true,121,true,C1,122,806636,
SGB,SMETHWICK GALTON BRIDGE,-1.980496,52.501779,401421,289320,partTime,true,true,77,true,E,362,806784,
GSN,GARSTON (HERTFORDSHIRE),-0.381741,51.686614,511965,199890,unstaffed,false,true,0,true,F2,44,80724,
MAY,MAYBOLE,-4.685289,55.354735,229860,610030,unstaffed,true,false,6,true,F,38,80894,
BGM,BELLINGHAM,-0.019331,51.432911,537780,172295,partTime,true,true,0,true,E,154,809272,
KEH,KEITH,-2.954069,57.550898,343000,851600,partTime,true,true,88,true,E,23,81112,
GRB,GREAT BENTLEY,1.065153,51.851758,611198,221460,partTime,true,true,6,true,E,48,81144,
CPH,CAERPHILLY,-3.218482,51.571575,315650,186560,partTime,true,true,222,true,D,115,811826,
CMB,CAMBRIDGE NORTH,0.15749,52.22464,547463,260686,partTime,true,true,450,true,C,179,812972,21/5/2017
HOO,HOOTON,-2.977009,53.297197,334980,378250,fullTime,true,false,418,true,E,196,813186,
BAL,BALHAM,-0.152424,51.443223,528500,173200,fullTime,true,true,0,true,C2,408,8140418,
DIN,DINGWALL,-4.422199,57.594234,255323,858608,partTime,true,false,12,true,E,26,81408,
NDL,NORTH DULWICH,-0.087918,51.454509,532950,174570,fullTime,true,true,0,true,E,165,814444,
KBN,KILBURN HIGH ROAD,-0.192237,51.537276,525475,183590,fullTime,true,true,0,NA,E,146,815306,
TNS,THORNE SOUTH,-0.955109,53.603328,469240,412370,unstaffed,true,false,5,true,F2,35,81766,
WXC,WREXHAM CENTRAL,-2.999052,53.046186,333121,350347,unstaffed,false,true,0,true,F1,28,81792,
ACH,ACHNASHELLACH,-5.333055,57.482073,200290,848440,unstaffed,false,false,0,true,F,8,820,
RKT,RUSKINGTON,-0.380762,53.041461,508660,350580,unstaffed,true,false,30,true,F2,28,82020,
SLQ,ST LEONARDS WARRIOR SQUARE,0.560279,50.855693,580300,109365,fullTime,true,true,38,true,D,220,820252,
COV,COVENTRY,-1.513460,52.400812,433200,278200,fullTime,true,true,768,true,B,313,8207914,
HTN,HATTON,-1.672975,52.295276,422400,266400,unstaffed,true,false,48,true,F1,49,82158,
NPD,NEW PUDSEY,-1.680792,53.804482,421120,434290,fullTime,true,true,271,true,E,146,822632,
KIT,KINTBURY,-1.445989,51.402520,438635,167200,unstaffed,true,false,12,true,F1,49,82290,
FOK,FOUR OAKS,-1.828032,52.579778,411750,298010,partTime,true,true,105,true,E,197,823494,
SYH,SYDENHAM HILL,-0.080340,51.432712,533540,172160,partTime,true,true,16,true,E,166,824800,
DLG,DOLGARROG,-3.822636,53.186346,278309,367024,unstaffed,false,false,0,NA,F2,12,826,
ANG,ANGMERING,-0.489394,50.816574,506513,102979,partTime,true,true,0,true,E,161,826622,
JOH,JOHNSTON (PEMBS),-4.996328,51.756745,193300,210700,unstaffed,false,false,8,NA,F2,23,8270,
OXF,OXFORD,-1.270153,51.753494,450477,206341,fullTime,true,true,530,true,B,322,8270486,
WNM,WESTON MILTON,-2.942386,51.348469,334465,161465,unstaffed,true,false,30,true,F2,47,82722,
FGT,FAYGATE,-0.263019,51.095889,521728,134388,unstaffed,true,true,0,true,F2,24,8298,
THD,THAMES DITTON,-0.339152,51.389095,515660,166870,partTime,true,true,0,true,D,74,830074,
NFA,NORTH FAMBRIDGE,0.681659,51.648582,585622,197826,unstaffed,false,true,138,NA,F2,54,83038,
STK,STOCKTON,-1.318543,54.569621,444156,519591,unstaffed,true,true,0,true,F1,34,83050,
MEC,MEOLS COP,-2.975804,53.646270,335592,417083,unstaffed,true,false,0,true,F2,64,83306,
HYL,HAYLE,-5.419836,50.185561,155970,37325,unstaffed,true,false,25,true,F1,39,83446,
SDF,SAUNDERSFOOT,-4.716582,51.722089,212460,206090,unstaffed,false,false,0,NA,F2,18,8346,
BKC,BIRKENHEAD CENTRAL,-3.020821,53.388312,332205,388427,fullTime,true,false,0,true,E,196,835662,
STS,SALTASH,-4.209112,50.407355,243120,58720,unstaffed,true,false,0,true,F2,37,83574,
BMS,BROMLEY SOUTH,0.017344,51.399975,540430,168702,fullTime,true,true,0,true,B,538,8368348,
NSG,NEW SOUTHGATE,-0.143038,51.614112,528670,192220,partTime,true,true,8,true,E,160,837094,
LER,LEYTONSTONE HIGH ROAD,0.008416,51.563553,539310,186875,partTime,true,true,0,NA,E,140,837232,
LDY,LADYBANK,-3.122275,56.273780,330600,709600,partTime,true,false,60,true,E,69,83864,
SVS,SEVEN SISTERS,-0.075270,51.582266,533455,188800,fullTime,true,true,0,NA,D,197,8394772,
CED,CHEDDINGTON,-0.662152,51.857917,492232,218549,partTime,true,true,70,true,E,52,84132,
MES,MELTON (SUFFOLK),1.338237,52.104437,628710,250380,unstaffed,true,true,27,NA,F2,34,84358,
ASF,ASHFIELD,-4.249214,55.888920,259427,668485,unstaffed,true,false,0,true,F,68,84458,
WFJ,WATFORD JUNCTION,-0.396517,51.663527,511000,197300,fullTime,true,true,750,true,B,493,8460154,
KVD,KELVINDALE,-4.309572,55.893554,255670,669125,unstaffed,true,false,0,true,F,68,84650,
KEL,KELVEDON,0.702386,51.840701,586264,219241,partTime,true,true,291,true,C2,96,847748,
HLI,HEALING,-0.160630,53.581797,521870,411040,unstaffed,true,false,0,true,F2,18,8490,
HTC,HEATON CHAPEL,-2.179041,53.425558,388200,392100,partTime,false,true,0,true,E,141,849320,
BTE,BITTERNE,-1.376999,50.918219,443890,113380,unstaffed,true,true,10,true,F2,37,85280,
TOM,TOTTENHAM HALE,-0.059929,51.588308,534500,189500,fullTime,true,true,0,true,D,381,8532344,
SWS,SOUTH WIGSTON,-1.134077,52.582223,458770,298620,unstaffed,true,false,0,true,F2,29,85394,
NUT,NUTBOURNE,-0.882946,50.846068,478740,105766,unstaffed,true,true,0,true,F2,38,85420,
DRN,DUIRINISH,-5.691316,57.319975,177845,831521,unstaffed,false,false,0,true,F,8,856,
EXR,ESSEX ROAD,-0.096276,51.540704,532120,184140,fullTime,true,false,0,true,E,349,856598,
HER,HERSHAM,-0.389959,51.376810,512155,165425,partTime,true,true,0,true,D,88,857684,
LBT,LARBERT,-3.830581,56.022703,286000,682600,partTime,true,true,245,true,E,156,858388,
SWO,SNOWDOWN,1.213705,51.215298,624537,151141,unstaffed,true,true,0,true,F2,51,8592,
DYP,DRAYTON PARK,-0.105509,51.552768,531445,185465,partTime,true,true,0,true,E,349,860124,
NUF,NUTFIELD,-0.132531,51.226812,530495,149170,unstaffed,true,true,0,true,F2,58,86034,
CHG,CHARING (KENT),0.790331,51.208098,595005,149132,partTime,true,true,35,true,E,63,86140,
PUT,PUTNEY,-0.216475,51.461301,524000,175100,fullTime,true,true,0,true,C1,359,8614126,
TRE,TREFFOREST ESTATE,-3.290248,51.568290,310670,186280,unstaffed,true,true,0,NA,F2,63,86142,
LIC,LICHFIELD CITY,-1.825420,52.680145,411900,309175,partTime,true,true,92,true,D,141,861704,
LAU,LAURENCEKIRK,-2.465925,56.836345,371670,771750,unstaffed,true,true,0,true,F1,40,86332,18/5/2009
AIG,AIGBURTH,-2.927155,53.364563,338400,385700,fullTime,true,false,16,true,E,141,864238,
LNY,LANGLEY (BERKS),-0.541756,51.508061,501300,179800,partTime,true,true,65,true,E,100,865536,
CFO,CHALFONT & LATIMER,-0.560526,51.668107,499647,197573,fullTime,true,true,0,true,C,74,865584,
YRT,YORTON,-2.736461,52.808955,350454,323744,unstaffed,false,false,5,NA,F2,24,8672,
BYI,BARRY ISLAND,-3.273363,51.392412,311500,166700,unstaffed,true,true,0,NA,F1,91,867598,
FNC,FARNCOMBE,-0.604549,51.197152,497600,145140,partTime,true,true,76,true,D,85,868654,
SPU,STAPLEHURST,0.550438,51.171466,578392,144450,partTime,true,true,723,true,C2,101,871650,
SFL,SEAFORTH & LITHERLAND,-3.005623,53.466267,333338,397085,fullTime,true,false,48,true,E,143,871670,
WMA,WEST MALLING,0.418653,51.292019,568739,157543,partTime,true,true,164,true,D,86,872572,
COS,COSFORD,-2.300275,52.644832,379780,305275,unstaffed,false,true,0,true,F2,43,87414,
BUT,BURTON-ON-TRENT,-1.642460,52.805814,424200,323200,fullTime,true,true,110,true,D,84,875332,
SAT,SOUTH ACTON,-0.270157,51.499694,520170,179280,partTime,true,true,0,true,E,142,875784,
MGN,MARSTON GREEN,-1.755607,52.467187,416700,285500,fullTime,true,true,96,true,E,139,876234,
TRI,TRING,-0.622439,51.800739,495087,212241,partTime,true,true,506,true,C2,155,876526,
LTH,LLANHILLETH,-3.135188,51.700299,321645,200783,unstaffed,true,true,52,NA,F2,34,87674,27/4/2008
WGV,WARGRAVE,-0.876517,51.498157,478085,178289,unstaffed,true,false,30,true,F2,71,87760,
NRC,NEWBURY RACECOURSE,-1.307799,51.398459,448252,166830,unstaffed,true,false,0,true,F1,47,87766,
CRA,CRADLEY HEATH,-2.090488,52.469652,393950,285750,partTime,true,true,243,true,E,177,881000,
GCH,GARELOCHHEAD,-4.825716,56.079863,224250,691050,unstaffed,false,false,5,true,F,20,8818,
WCX,WEMBLEY STADIUM,-0.285608,51.554414,518955,185340,unstaffed,true,true,0,true,F1,86,882098,
NTH,NEATH,-3.807219,51.662359,275100,197500,partTime,true,true,64,true,D,90,882106,
RDA,REDLAND,-2.599123,51.468385,358480,174550,unstaffed,true,false,0,true,F2,50,88338,
RAN,RANNOCH,-4.576869,56.686044,242260,757890,unstaffed,false,false,30,true,F,8,8834,
SHB,SHIREBROOK,-1.202441,53.204241,453370,367760,unstaffed,true,true,20,true,F1,37,88488,
PHG,PENHELIG,-4.035025,52.545685,262100,296150,unstaffed,false,false,0,true,F2,18,8852,
NOA,NEWTON-ON-AYR,-4.625826,55.474052,234130,623160,unstaffed,true,false,0,true,F,89,88648,
MYH,MARYHILL,-4.300745,55.897629,256237,669560,unstaffed,true,false,0,true,F,69,88678,
WNP,WANSTEAD PARK,0.026213,51.551691,540580,185590,partTime,true,true,0,NA,E,140,886990,
SJP,ST JAMES PARK (EXETER),-3.521994,50.731154,292682,93498,unstaffed,true,false,0,true,F2,53,88760,
CSB,CARSHALTON BEECHES,-0.169797,51.357409,527531,163627,fullTime,true,true,0,true,E,212,888246,
TPB,THORPE BAY,0.761728,51.537569,591627,185689,partTime,true,true,73,true,D,190,889518,
NCL,NEWCASTLE,-1.617280,54.968400,424600,563820,fullTime,true,true,481,true,A,296,8913554,
CHM,CHELMSFORD,0.468572,51.736371,570552,207068,fullTime,true,true,137,true,C1,229,8926576,
MCV,MANCHESTER VICTORIA,-2.242599,53.487467,384000,399000,fullTime,true,true,0,true,B,505,8949698,
PYP,PONT-Y-PANT,-3.862720,53.065130,275280,353610,unstaffed,false,false,0,true,F2,11,896,
UDD,UDDINGSTON,-4.086698,55.823526,269370,660890,partTime,true,true,228,true,E,107,898176,
STW,STRAWBERRY HILL,-0.339358,51.438961,515520,172415,partTime,true,true,0,true,C2,92,898280,
SAE,SALTAIRE,-1.790480,53.838491,413885,438047,unstaffed,true,true,0,true,F1,139,899974,
CRI,CRICKLEWOOD,-0.212677,51.558451,524000,185910,fullTime,true,true,0,true,E,160,900650,
FIT,FILTON ABBEY WOOD,-2.562430,51.504937,361060,178595,partTime,true,true,30,true,F1,144,901872,
LNZ,LENZIE,-4.153890,55.921317,265500,671900,partTime,true,true,149,true,D,85,903250,
NWB,NORTH WEMBLEY,-0.303984,51.562594,517660,186220,fullTime,true,true,0,true,E,364,903932,
SHI,SHIPLAKE,-0.882602,51.511461,477640,179762,unstaffed,true,false,50,true,F2,71,90468,
WSE,WINCHELSEA,0.702262,50.933764,589974,118401,unstaffed,true,true,0,true,F2,25,9048,
HCB,HACKBRIDGE,-0.153908,51.377870,528580,165930,partTime,true,true,0,true,E,160,906394,
MHR,MARKET HARBOROUGH,-0.909332,52.479720,474170,287425,fullTime,true,true,219,true,C2,78,907770,
GVH,GRAVELLY HILL,-1.852598,52.514994,410100,290800,fullTime,true,true,0,true,E,194,908316,
FKK,FALKIRK HIGH,-3.792244,55.991814,288300,679100,partTime,true,true,285,true,D,126,909868,
NTL,NETLEY,-1.341903,50.874908,446400,108585,partTime,true,true,20,true,E,42,91130,
BEB,BEBINGTON,-3.003635,53.357652,333300,385000,fullTime,true,false,24,true,E,194,911750,
GSC,GILSHOCHILL,-4.282684,55.897336,257365,669490,unstaffed,true,false,0,true,F,68,91182,
BNC,BURNLEY CENTRAL,-2.244971,53.793511,383960,433050,partTime,false,false,50,true,E,38,91204,
IRV,IRVINE,-4.675145,55.610873,231600,638500,partTime,true,true,100,true,D,122,912174,
MRB,MANORBIER,-4.791830,51.660156,207000,199400,unstaffed,false,false,0,NA,F2,18,9122,
EDP,EDINBURGH PARK,-3.307664,55.927549,318390,671270,unstaffed,true,true,0,true,F,262,914576,
NET,NETHERFIELD,-1.079850,52.961409,461905,340845,unstaffed,true,false,0,true,F2,7,9150,
DRI,DRIGG,-3.443413,54.376958,306340,498900,unstaffed,true,false,0,true,F2,32,9156,
BTP,BRAINTREE FREEPORT,0.568435,51.869414,576925,222100,unstaffed,true,true,0,NA,F2,44,91574,8/11/2009
BYB,BLYTHE BRIDGE,-2.066961,52.968141,395600,341200,unstaffed,true,false,0,true,F2,30,91610,
BNL,BARNHILL,-4.223005,55.877488,261025,667160,unstaffed,true,false,0,true,F,72,91680,
HSW,HESWALL,-3.073703,53.329715,328590,381960,unstaffed,false,false,16,true,F2,30,91736,
BGI,BARGEDDIE,-4.073807,55.851290,270270,663955,unstaffed,true,false,50,true,F,70,91788,
KNS,KENNISHEAD,-4.325246,55.813314,254390,660230,unstaffed,true,false,0,true,F,63,91806,
RMF,ROMFORD,0.183237,51.574827,551389,188476,fullTime,true,true,0,true,C2,410,9180976,
MRY,MARYPORT,-3.494074,54.711318,303840,536170,unstaffed,true,true,8,true,F2,39,91890,
BWS,BARROW-UPON-SOAR,-1.144843,52.749334,457820,317200,unstaffed,true,true,0,true,F2,33,91964,
PPK,POSSILPARK & PARKHOUSE,-4.258513,55.890143,258850,668640,unstaffed,true,true,0,true,F,69,91970,
BKN,BIRKENHEAD NORTH,-3.057533,53.404433,329790,390256,fullTime,true,false,670,true,E,240,920880,
BKL,BICKLEY,0.045241,51.400103,542370,168770,partTime,true,true,46,true,D,235,921486,
MDW,MAIDSTONE WEST,0.515773,51.270464,575592,155374,partTime,true,true,54,true,E,76,922192,
MON,MONIFIETH,-2.818247,56.480111,349700,732300,unstaffed,false,false,0,true,F2,30,9224,
DMR,DALMUIR,-4.426681,55.911928,248420,671420,partTime,true,true,30,true,C,362,922534,
BNI,BARNES BRIDGE,-0.252630,51.472007,521460,176230,unstaffed,true,true,0,true,F1,134,922602,
INT,INGATESTONE,0.384247,51.667041,564982,199165,partTime,true,true,280,true,D,91,923050,
WWI,WEST WICKHAM,-0.014432,51.381300,538276,166565,partTime,true,true,135,true,D,151,923118,
CSA,COSHAM,-1.067329,50.841922,465765,105125,partTime,true,true,34,true,D,186,925066,
PEB,PEVENSEY BAY,0.342907,50.817459,565137,104606,unstaffed,true,true,0,true,F2,9,9270,
CUM,CULHAM,-1.236514,51.653792,452915,195276,unstaffed,false,false,8,true,F1,25,92784,
ORR,ORRELL,-2.708837,53.530310,353111,403973,unstaffed,true,false,0,true,F1,28,92888,
REC,RECTORY ROAD,-0.068267,51.558501,534010,186170,partTime,true,true,0,NA,E,172,929164,
LLT,LLANBISTER ROAD,-3.213421,52.336423,317420,271620,unstaffed,false,false,0,NA,F2,9,930,
LGM,LANGLEY MILL,-1.331244,53.018059,444960,346960,unstaffed,true,false,0,true,F1,40,93078,
CHF,CHURCH FENTON,-1.227589,53.826599,450940,436980,unstaffed,true,false,15,true,F2,74,93088,
SUR,SURBITON,-0.303959,51.392458,518100,167300,fullTime,true,true,446,true,B,376,9326392,
MCO,MANCHESTER OXFORD ROAD,-2.241995,53.474030,384035,397505,fullTime,true,true,0,true,C1,429,9338352,
TRO,TROWBRIDGE,-2.214334,51.319829,385160,157880,partTime,true,true,125,true,D,106,933894,
PPD,PONTYPRIDD,-3.341375,51.599368,307190,189800,partTime,true,true,6,true,C2,199,934160,
SDC,SHOREDITCH HIGH STREET,-0.075246,51.523374,533629,182251,unstaffed,true,true,0,NA,C,584,9374284,27/4/2010
SBV,ST BUDEAUX VICTORIA ROAD,-4.187403,50.402009,244645,58080,unstaffed,true,false,0,true,F2,18,9376,
KGH,KINGHORN,-3.174154,56.069336,327000,686900,partTime,true,false,0,true,E,64,93782,
EDL,EDALE,-1.816626,53.364970,412300,385360,unstaffed,true,false,20,true,F2,33,93860,
BLL,BARDON MILL,-2.346504,54.974492,377918,564486,unstaffed,true,true,0,true,F2,24,9394,
WAT,LONDON WATERLOO,-0.113109,51.503297,531060,179950,fullTime,true,true,27,true,A,1595,94192690,
TOO,TOOTING,-0.161278,51.419847,527950,170585,partTime,true,true,0,true,E,83,942892,
GST,GATHURST,-2.694393,53.559401,354100,407200,unstaffed,true,true,0,true,F1,64,94320,
MLN,MILNGAVIE,-4.314580,55.941364,255535,674455,partTime,true,true,134,true,D,121,944960,
RGW,RAMSGREAVE & WILPSHIRE,-2.478135,53.779774,368590,431600,unstaffed,true,false,6,true,F2,42,94584,
SLL,STALLINGBOROUGH,-0.183667,53.587094,520330,411590,unstaffed,true,false,0,true,F2,18,9460,
SDG,SANDLING,1.066043,51.090369,614806,136811,partTime,true,true,126,true,E,57,94630,
MTP,MONTPELIER,-2.588686,51.468348,359205,174540,unstaffed,true,false,0,true,F2,50,94684,
EXM,EXMOUTH,-3.414972,50.621633,300002,81170,fullTime,false,true,200,true,D,65,946880,
FLM,FLIMBY,-3.520740,54.689685,302070,533800,unstaffed,true,true,0,true,F2,38,9474,
PSH,PERSHORE,-2.071537,52.130553,395200,248030,unstaffed,false,false,17,true,F1,33,94844,
HOZ,HOWWOOD (RENFREWSHIRE),-4.563058,55.810563,239480,660450,unstaffed,true,false,30,true,F,67,94888,
HAI,HALLING,0.444932,51.352476,570347,164326,unstaffed,true,true,0,true,F2,68,95024,
STU,STURRY,1.122255,51.301067,617746,160401,partTime,true,true,7,true,E,45,95310,
BRP,BRAMPTON (SUFFOLK),1.543811,52.395433,641200,283400,unstaffed,true,false,5,NA,F1,33,9532,
BMT,BEDMINSTER,-2.594149,51.440086,358800,171400,unstaffed,true,false,0,true,F1,42,95466,
WHI,WHITSTABLE,1.033295,51.357581,611286,166424,partTime,true,true,43,true,D,89,956416,
LLI,LLANDYBIE,-4.003647,51.821034,262000,215500,unstaffed,false,false,10,true,F2,10,9580,
SCA,SCARBOROUGH,-0.405703,54.279790,503900,488300,partTime,true,true,84,true,C1,67,958026,
SGR,SLADE GREEN,0.190491,51.467784,552248,176588,partTime,true,true,25,true,E,304,958102,
NNG,NEWARK NORTH GATE,-0.799855,53.081756,480488,354510,fullTime,true,true,289,true,C1,92,960922,
HDM,HADDENHAM & THAME PARKWAY,-0.942137,51.770854,473091,208549,partTime,true,true,715,true,E,98,960972,
CHU,CHEADLE HULME,-2.188303,53.375927,387570,386580,partTime,false,true,100,true,D,112,963034,
ARN,ARNSIDE,-2.828241,54.202727,346070,478870,unstaffed,true,false,0,true,F2,42,96348,
LAC,LANCING,-0.323109,50.827082,518200,104400,partTime,true,true,0,true,D,198,964160,
COT,COTTINGLEY,-1.587708,53.767815,427274,430242,unstaffed,true,false,0,true,F2,42,96604,
SMK,STOWMARKET,1.000005,52.189711,605160,258850,partTime,true,true,382,true,C2,109,967114,
