crscode,name,longitude,latitude,easting,northing,staffinglevel,cctv,ticketmachine,carspaces,busservices,category,frequency,entsexits,dateopened
PRR,PRINCES RISBOROUGH,-0.843881,51.717859,479964,202758,partTime,true,true,319,true,D,143,609656,
SEH,SHOREHAM (KENT),0.188890,51.332217,552587,161510,unstaffed,true,true,15,true,F1,76,60986,
SBS,ST BEES,-3.591150,54.492530,297035,511965,unstaffed,true,false,5,true,F2,31,61020,
RSG,ROSE GROVE,-2.282796,53.786192,381465,432245,unstaffed,true,true,0,true,F1,76,61064,
SIA,SOUTHEND AIRPORT,0.705050,51.568668,587569,189000,fullTime,true,true,310,NA,D,139,611256,18/7/2011
LSW,LEASOWE,-3.099594,53.408044,327000,390700,fullTime,true,false,204,true,E,118,612146,
LBG,LONDON BRIDGE,-0.086092,51.505017,532930,180190,fullTime,true,true,0,true,A,2153,61308364,
BWG,BOWLING,-4.493841,55.931078,244300,673700,unstaffed,true,false,10,true,F,71,61326,
CTL,CATTAL,-1.320535,53.997438,444640,455925,unstaffed,true,false,0,true,F2,38,61356,
BRH,BORTH,-4.050176,52.491025,260900,290100,unstaffed,false,false,3,true,F2,31,61446,
WLG,WALLASEY GROVE ROAD,-3.069707,53.428002,329020,392890,fullTime,true,false,168,true,E,120,614808,
GOL,GOLSPIE,-3.987215,57.971463,282550,899750,unstaffed,false,false,6,true,F,8,6150,
SWR,STEWARTBY,-0.520692,52.069078,501496,242222,unstaffed,false,false,0,true,F2,34,61542,
RFD,ROCHFORD,0.702303,51.581727,587325,190445,partTime,true,true,205,true,C2,139,615582,
TRN,TROON,-4.655299,55.542810,232560,630880,partTime,true,true,141,true,E,140,616184,
TOL,TOLWORTH,-0.279461,51.376859,519845,165605,partTime,true,true,30,true,E,69,616416,
EDN,EDEN PARK,-0.026355,51.390089,537420,167520,partTime,true,true,0,true,E,151,616776,
NXG,NEW CROSS GATE,-0.040413,51.475127,536189,176950,partTime,true,true,0,NA,C1,449,6171876,
DNY,DANBY,-0.910956,54.466152,470685,508410,unstaffed,true,false,10,true,F2,10,6184,
PRB,PRESTBURY,-2.145482,53.293381,390400,377390,unstaffed,true,true,40,true,F1,38,61890,
LGE,LONG EATON,-1.287520,52.884986,448040,332185,fullTime,true,true,94,true,D,111,618954,
DKT,DORKING WEST,-0.339979,51.236224,515987,149869,unstaffed,false,false,0,true,F1,26,61928,
LCG,LOCHGELLY,-3.312940,56.135328,318500,694400,unstaffed,true,false,12,true,F,45,62038,
MTB,MATLOCK BATH,-1.556759,53.122353,429760,358445,unstaffed,true,true,0,true,F2,34,62082,
CWL,COLWALL,-2.356950,52.079867,375635,242450,unstaffed,false,true,20,true,F2,47,62146,
FEA,FEATHERSTONE,-1.358444,53.679065,442475,420480,unstaffed,true,false,0,true,F2,35,62218,
ARG,ARISAIG,-5.839077,56.912545,166400,786700,unstaffed,false,false,5,true,F,8,6226,
CRS,CARSTAIRS,-3.668473,55.691045,295213,645437,partTime,true,false,0,true,E,27,62376,
UHA,UPHALL,-3.502119,55.919041,306220,670570,unstaffed,true,true,282,true,F,129,624056,
SMR,SMETHWICK ROLFE STREET,-1.970644,52.496383,402090,288720,partTime,false,false,0,true,E,74,625052,
BIF,BARROW-IN-FURNESS,-3.226120,54.118999,319955,469932,fullTime,true,false,61,true,D,73,625596,
BWD,BIRCHWOOD,-2.525308,53.412717,365180,390785,partTime,true,true,0,true,D,101,626728,
EBA,EUXTON BALSHAW LANE,-2.672023,53.660478,355688,418431,unstaffed,true,true,41,true,F2,37,62740,
PRS,PREES,-2.689663,52.899303,353705,333763,unstaffed,false,false,0,NA,F2,24,6276,
NWM,NEW MILTON,-1.657813,50.755751,424234,95184,partTime,true,true,73,true,C2,78,627946,
HCN,HEADCORN,0.627482,51.165713,583800,144000,partTime,true,true,456,true,D,101,628134,
HPL,HARTLEPOOL,-1.207316,54.686754,451200,532700,fullTime,true,true,0,true,D,45,628846,
CFN,CLIFTON DOWN,-2.611741,51.464543,357600,174130,unstaffed,false,true,40,true,F2,50,628888,
ALR,ALRESFORD (ESSEX),0.997437,51.853999,606525,221515,partTime,false,true,0,true,E,48,62994,
KNL,KENSAL GREEN,-0.225088,51.530539,523215,182785,fullTime,true,true,0,true,E,487,632316,
MTM,MARTIN MILL,1.348217,51.170676,634155,146600,partTime,true,true,20,true,E,55,63248,
THC,THURNSCOE,-1.308784,53.545041,445900,405600,unstaffed,true,true,60,true,F2,38,63316,
SRR,SARN,-3.589912,51.538715,289830,183400,unstaffed,true,false,0,NA,F2,33,63344,
PUO,PURLEY OAKS,-0.098856,51.347044,532500,162600,fullTime,true,true,0,true,D,215,633504,
HMD,HAMPDEN PARK (SUSSEX),0.279356,50.796404,560733,102125,partTime,true,true,0,true,E,199,633538,
BOM,BROMBOROUGH,-2.986895,53.321845,334359,381001,fullTime,true,false,87,true,E,194,635082,
OXN,OXENHOLME LAKE DISTRICT,-2.721870,54.304925,353125,490165,fullTime,true,true,92,true,D,106,635128,
TOD,TODMORDEN,-2.099659,53.713816,393520,424160,fullTime,true,true,55,true,D,142,636040,
CSG,CRESSINGTON,-2.912003,53.358747,339400,385040,fullTime,true,false,17,true,E,141,636070,
BTF,BOTTESFORD,-0.794843,52.944613,481080,339260,unstaffed,true,false,13,true,F2,23,63628,
BDK,BALDOCK,-0.187564,51.992870,524540,234264,partTime,true,true,75,true,E,164,637664,
FNT,FENITON,-3.285418,50.786675,309485,99355,fullTime,true,true,36,true,E,27,63808,
SNW,SWANWICK,-1.265852,50.875668,451750,108720,partTime,true,true,80,true,E,106,641148,
DLT,DALTON (CUMBRIA),-3.179003,54.154235,323100,473800,unstaffed,true,false,0,true,F2,39,64192,
MNN,MENSTON,-1.735510,53.892337,417480,444050,partTime,true,true,88,true,E,137,642610,
TEO,THEOBALDS GROVE,-0.034831,51.692455,535927,201128,partTime,false,true,140,true,D,79,643036,
WRW,WARWICK,-1.581854,52.286538,428620,265460,partTime,true,true,40,true,D,83,643994,
LEU,LEUCHARS (FOR ST. ANDREWS),-2.893713,56.375101,344900,720670,partTime,true,true,150,true,D,276,644262,
CNW,CONWY,-3.830524,53.280100,278049,377466,unstaffed,true,false,25,true,F2,25,64442,
GRF,GARFORTH,-1.382310,53.796576,440785,433540,partTime,true,true,250,true,E,113,644484,
MSK,MARSKE,-1.018910,54.587416,463500,521800,unstaffed,true,false,6,true,F2,67,64460,
BNV,BANAVIE,-5.095425,56.843307,211300,776700,unstaffed,false,false,5,true,F,8,6462,
DUR,DURRINGTON-ON-SEA,-0.411469,50.817526,512000,103200,partTime,true,true,0,true,E,135,646376,
SOR,SOLE STREET,0.378097,51.383144,565583,167583,partTime,true,true,61,true,E,58,64698,
LGB,LANGBANK,-4.585274,55.924518,238562,673180,unstaffed,true,false,0,true,F,73,64864,
SUO,SUTTON (LONDON),-0.191215,51.359531,526034,163826,fullTime,true,true,0,true,C2,531,6488114,
BRO,BRIDGE OF ORCHY,-4.762993,56.515866,230100,739400,unstaffed,false,false,10,true,F,8,6490,
PRN,PARTON,-3.580800,54.570367,297900,520610,unstaffed,true,false,5,true,F2,37,6508,
DFE,DUNFERMLINE TOWN,-3.452529,56.068189,309668,687102,partTime,true,true,175,true,D,62,651254,
ALW,ALLENS WEST,-1.361117,54.524621,441449,514558,unstaffed,true,true,0,true,F2,66,65136,
MRF,MOORFIELDS,-2.989188,53.408561,334340,390650,fullTime,true,true,0,true,D,611,6534152,
BTH,BATH SPA,-2.357018,51.377685,375248,164353,fullTime,true,true,359,true,C1,156,6538056,
SEC,SEATON CAREW,-1.200429,54.658310,451680,529540,unstaffed,true,false,15,true,F2,34,65478,
EAL,EALING BROADWAY,-0.301752,51.514840,517938,180913,partTime,true,true,0,true,C1,325,6554818,
SBY,SELBY,-1.063786,53.782783,461786,432235,partTime,true,true,130,true,E,133,656086,
CLG,CLAYGATE,-0.348248,51.361212,515097,163755,partTime,true,true,144,true,D,78,656558,
SNH,ST HELENS CENTRAL,-2.730305,53.453121,351600,395400,fullTime,true,true,70,true,D,104,657274,
CPY,CLAPHAM (NORTH YORKSHIRE),-2.410376,54.105384,373265,467800,unstaffed,true,false,12,true,F2,16,6576,
AST,ASTON,-1.871934,52.504229,408790,289600,partTime,true,true,0,true,E,266,658072,
BEV,BEVERLEY,-0.422980,53.842272,503860,439600,partTime,true,true,60,true,E,77,658662,
DAL,DALMALLY,-4.983552,56.401188,215980,727210,unstaffed,false,false,6,true,F,14,6588,
MEW,MAESTEG (EWENNY ROAD),-3.648991,51.605340,285900,190900,unstaffed,false,false,0,true,F2,33,6600,
CNE,COLNE,-2.181859,53.854741,388135,439850,unstaffed,true,true,15,true,F1,38,66000,
SNG,SUNNINGDALE,-0.633041,51.391939,495206,166764,partTime,true,true,210,true,C2,101,660020,
ROL,ROLLESTON,-0.899675,53.065281,473830,352570,unstaffed,true,false,0,true,F2,18,6608,
ARL,ARLESEY,-0.266320,52.026030,519045,237820,partTime,true,true,101,true,E,86,662676,
CCT,CATHCART,-4.260536,55.817667,258460,660580,partTime,true,true,0,true,E,118,663772,
HLM,HOLMWOOD,-0.320809,51.181194,517465,143780,unstaffed,true,true,0,true,F1,40,66400,
HEC,HECKINGTON,-0.293944,52.977316,514650,343580,unstaffed,true,false,0,true,F2,32,66494,
BSE,BURY ST EDMUNDS,0.713307,52.253762,585300,265200,fullTime,true,true,23,true,C2,55,665112,
HYB,HONEYBOURNE,-1.833743,52.101599,411485,244820,unstaffed,true,false,11,true,F2,31,66612,
LOS,LOSTWITHIEL,-4.665966,50.407176,210660,59765,unstaffed,true,false,10,true,F1,35,66624,
DIG,DIGBY & SOWTON,-3.473560,50.713988,296062,91520,unstaffed,true,true,0,true,F1,65,666324,
SOU,SOUTHAMPTON CENTRAL,-1.413596,50.907447,441327,112161,fullTime,true,true,201,true,B,363,6664714,
APS,APSLEY,-0.462935,51.732520,506245,204874,partTime,true,true,0,true,E,79,667192,
BNG,BANGOR (GWYNEDD),-4.135880,53.222281,257500,371600,partTime,true,true,86,true,C1,56,667382,
CBS,COATBRIDGE SUNNYSIDE,-4.028287,55.866832,273170,665600,partTime,true,true,120,true,E,184,668214,
TAB,TAME BRIDGE PARKWAY,-1.976211,52.552931,401710,295010,partTime,true,true,231,true,E,131,671576,
WDO,WADDON,-0.117336,51.367396,531155,164830,fullTime,true,true,0,true,D,212,671798,
CEF,CHAPEL-EN-LE-FRITH,-1.918762,53.312229,405510,379480,unstaffed,true,false,0,true,F2,61,67196,
SLS,SHETTLESTON,-4.160044,55.853535,264880,664370,partTime,true,true,60,true,D,129,672046,
FNN,FARNBOROUGH NORTH,-0.743027,51.302043,487725,156630,unstaffed,true,true,5,true,F1,47,672920,
HMY,HAIRMYRES,-4.220011,55.761964,260800,654300,unstaffed,true,true,95,true,F,79,673386,
LEH,LEA HALL,-1.786012,52.480641,414630,286990,partTime,true,true,28,true,E,77,674132,
MDS,MORDEN SOUTH,-0.199461,51.396115,525360,167880,unstaffed,true,true,0,true,F2,83,67528,
MOO,MUIR OF ORD,-4.460233,57.517846,252742,850189,unstaffed,false,false,34,true,F,26,67554,
SHD,SHILDON,-1.636605,54.626163,423560,525730,unstaffed,true,false,8,true,F1,30,67568,
KIV,KIVETON BRIDGE,-1.267179,53.340956,448890,382923,unstaffed,true,true,0,true,F2,46,67630,
PGN,PAIGNTON,-3.564876,50.434717,288960,60600,partTime,true,true,80,true,C2,74,676342,
SEF,SEAFORD (SUSSEX),0.100134,50.772842,548178,99131,partTime,true,true,0,true,D,76,676442,
WYL,WYLDE GREEN,-1.831409,52.545712,411530,294220,partTime,true,true,51,true,E,195,677552,
NTN,NEWTON (LANARK),-4.133055,55.818776,266450,660450,partTime,true,true,245,true,E,215,678490,
CUF,CUFFLEY,-0.109783,51.708720,530700,202800,partTime,true,true,276,true,D,176,680484,
BCS,BICESTER NORTH,-1.150383,51.903481,458550,223112,partTime,true,true,673,true,D,92,681726,
BLW,BULWELL,-1.196230,52.999694,454040,345010,unstaffed,true,true,70,true,F2,40,68178,
BLV,BELLE VUE,-2.180507,53.462373,388113,396196,unstaffed,true,false,0,true,F2,28,6820,
WRP,WARWICK PARKWAY,-1.612058,52.286102,426560,265400,partTime,true,true,713,true,D,83,682228,
PNW,PENGE WEST,-0.060840,51.417553,534940,170510,partTime,true,true,0,true,E,223,683594,
GLY,GLYNDE,0.070077,50.859170,545790,108670,unstaffed,true,true,0,true,F1,50,68436,
HIL,HILLSIDE,-3.024716,53.622105,332320,414440,fullTime,true,false,0,true,E,143,685694,
HSG,HATHERSAGE,-1.651719,53.325772,423295,381040,unstaffed,true,false,15,true,F2,34,68642,
WYT,WYTHALL,-1.865535,52.379935,409250,275775,partTime,false,true,0,true,E,39,68646,
PFL,PURFLEET,0.236767,51.481012,555417,178156,partTime,true,true,17,true,D,166,686726,
RUN,RUNCORN,-2.739251,53.338693,350874,382676,fullTime,true,true,627,true,C1,133,687100,
ASK,ASKAM,-3.204511,54.188928,321500,477688,unstaffed,true,false,0,true,F2,39,68716,
BMB,BAMBER BRIDGE,-2.660775,53.726865,356500,425810,unstaffed,true,true,0,true,F2,39,68764,
DFI,DUFFIELD,-1.485972,52.988399,434604,343575,unstaffed,true,true,30,true,F2,35,68770,
EAD,EARLSFIELD,-0.187715,51.442335,526050,173040,partTime,true,true,0,true,D,576,6878604,
HOP,HOPE (DERBYSHIRE),-1.729887,53.346109,418080,383280,unstaffed,true,false,10,true,F2,36,68820,
LSY,LOWER SYDENHAM,-0.033345,51.424829,536830,171370,partTime,true,true,0,true,E,153,688806,
CUH,CURRIEHILL,-3.318751,55.900564,317640,668280,unstaffed,true,false,39,true,F,37,69184,
HUR,HURST GREEN,0.003939,51.244429,539970,151380,partTime,true,true,0,true,E,145,693908,
PRY,PERRY BARR,-1.901960,52.516484,406750,290960,partTime,true,true,0,true,E,71,694446,
BUY,BURLEY PARK,-1.577767,53.812029,427900,435165,unstaffed,true,true,4,true,F1,77,694704,
LST,LONDON LIVERPOOL STREET,-0.081426,51.517989,533216,181641,fullTime,true,true,0,true,A,1399,69482532,
BTD,BOLTON-UPON-DEARNE,-1.311546,53.518945,445745,402695,unstaffed,true,false,26,true,F2,38,69520,
RFY,ROCK FERRY,-3.010826,53.372648,332845,386675,fullTime,true,false,25,true,E,195,695340,
DMK,DENMARK HILL,-0.089361,51.468201,532810,176090,fullTime,true,true,0,true,D,423,6954844,
TOT,TOTNES,-3.688692,50.435863,280170,60920,fullTime,true,true,102,true,D,72,696226,
STC,STRATHCARRON,-5.428612,57.422732,194231,842124,unstaffed,false,false,4,true,F,8,6970,
PLS,PLEASINGTON,-2.544124,53.730957,364200,426200,unstaffed,true,false,5,true,F2,36,6974,
BHI,BIRMINGHAM INTERNATIONAL,-1.725857,52.450805,418728,283685,fullTime,true,true,2124,true,B,351,6975002,
MKR,MARKET RASEN,-0.336899,53.383911,510715,388740,unstaffed,true,false,30,true,F1,15,69840,
HBN,HOLLINGBOURNE,0.627848,51.265177,583430,155060,unstaffed,true,true,10,true,F2,63,69852,
BRA,BRORA,-3.852283,58.012949,290657,904141,unstaffed,false,false,21,true,F,8,6992,
INS,INSCH,-2.617112,57.337497,362950,827610,unstaffed,true,true,44,true,F,24,69952,
CON,CONNEL FERRY,-5.385441,56.452351,191470,734050,unstaffed,false,false,6,true,F,14,6996,
ARD,ARDGAY,-4.362089,57.881451,260030,890446,unstaffed,false,false,12,true,F,12,6998,
WLN,WELLINGTON (SHROPSHIRE),-2.517165,52.701303,365150,311640,partTime,true,true,109,true,E,116,699900,
POP,POPPLETON,-1.148597,53.975896,455940,453650,unstaffed,true,false,12,true,F2,38,70018,
HTE,HATCH END,-0.368601,51.609415,513065,191325,fullTime,true,false,24,true,E,144,700568,
DIS,DISS,1.123697,52.373656,612730,279660,partTime,true,true,326,NA,C2,74,700586,
BKP,BIRKENHEAD PARK,-3.039101,53.397404,331004,389456,fullTime,true,false,0,true,E,239,700952,
MKC,MILTON KEYNES CENTRAL,-0.774146,52.034287,484189,238029,partTime,true,true,964,true,B,359,7038736,
HWH,HALTWHISTLE,-2.463565,54.967848,370420,563790,unstaffed,true,false,22,true,F1,56,70458,
MSO,MOSTON,-2.171023,53.523418,388759,402986,unstaffed,true,false,0,true,F2,68,70464,
TGM,TEIGNMOUTH,-3.494663,50.548060,294200,73100,partTime,true,true,80,true,D,66,705732,
CRH,CROUCH HILL,-0.117149,51.571300,530585,187505,partTime,true,true,0,NA,E,140,706722,
SUG,SUGAR LOAF,-3.686949,52.082268,284500,244000,unstaffed,false,false,0,NA,F2,8,708,
WEY,WEYMOUTH,-2.454222,50.615313,367960,79610,fullTime,true,true,48,true,C1,86,709904,
ESW,ELMSWELL,0.912589,52.238039,598970,263980,unstaffed,true,true,0,NA,F2,40,71078,
TUT,TUTBURY & HATTON,-1.682235,52.864134,421490,329675,unstaffed,true,false,0,true,F2,30,71100,
AON,ALTON,-0.966913,51.151967,472352,139697,partTime,true,true,185,true,C2,75,711292,
FSB,FISHBOURNE (SUSSEX),-0.815084,50.839050,483530,105060,unstaffed,true,true,0,true,F1,43,71168,
OLD,OLD STREET,-0.088535,51.525830,532700,182500,fullTime,true,false,0,true,E,349,7119730,
FRE,FRESHFIELD,-3.071829,53.566052,329110,408250,fullTime,true,false,82,true,E,143,712078,
QYD,QUAKERS YARD,-3.322800,51.660724,308600,196600,unstaffed,true,true,0,NA,F2,64,71210,
SOI,STOW,-2.865949,55.692419,345662,644668,unstaffed,true,true,33,true,F,48,71222,6/9/2015
CAK,CARK & CARTMEL,-2.974064,54.177953,336520,476235,unstaffed,true,false,10,true,F2,39,71234,
BHR,BUILTH ROAD,-3.427033,52.169321,302500,253300,unstaffed,false,false,0,NA,F2,8,7132,
CTK,CITY THAMESLINK,-0.103590,51.513934,531690,181150,partTime,true,true,0,true,C1,585,7150132,
SPY,SHEPLEY,-1.704928,53.588739,419630,410280,unstaffed,true,false,0,true,F2,36,71536,
BDG,BRIDGETON,-4.226056,55.848961,260732,663992,partTime,true,true,0,true,E,202,715782,
CMY,CROSSMYLOOF,-4.284317,55.833944,257030,662440,unstaffed,true,true,0,true,F,140,715910,
BMF,BROOMFLEET,-0.671828,53.740207,487700,427910,unstaffed,true,false,20,true,F2,13,716,
NTR,NORTHALLERTON,-1.441273,54.333070,436430,493200,partTime,true,true,131,true,D,105,717638,
WRS,WRESSLE,-0.924349,53.772922,470990,431268,unstaffed,true,false,0,true,F2,7,720,
FKG,FALKIRK GRAHAMSTON,-3.785046,56.002612,288780,680290,partTime,true,true,342,true,D,147,720008,
BMO,BIRMINGHAM MOOR STREET,-1.892472,52.479078,407400,286800,partTime,true,true,0,true,B,285,7200372,
PEM,PEMBERTON,-2.670354,53.530406,355662,403959,unstaffed,true,false,0,true,F2,28,72028,
ECL,ECCLESTON PARK,-2.780041,53.430784,348270,392950,fullTime,true,false,0,true,E,72,72058,
CLR,CLARBESTON ROAD,-4.883548,51.851663,201500,220940,unstaffed,false,false,0,NA,F2,37,7216,
CYB,CEFN-Y-BEDD,-3.031053,53.098798,331060,356230,unstaffed,false,false,4,NA,F2,30,7240,
HOC,HOCKLEY,0.659001,51.603555,584237,192762,partTime,true,true,147,NA,C2,139,724288,
THL,TILE HILL,-1.596848,52.395102,427530,277530,partTime,true,true,129,true,E,136,724504,
LOW,LOWDHAM,-0.998419,53.006283,467305,345910,unstaffed,true,false,0,true,F2,43,72494,
KGL,KINGS LANGLEY,-0.438422,51.706354,508000,202000,partTime,true,true,209,true,E,77,724994,
ULL,ULLESKELF,-1.213972,53.853610,451803,439995,unstaffed,true,true,0,true,F2,19,7256,
CHY,CHERTSEY,-0.509317,51.387067,503825,166390,partTime,true,true,19,true,D,75,727072,
HOK,HOOK,-0.961636,51.279997,472520,153940,partTime,true,true,157,true,D,82,727634,
LPW,LAPWORTH,-1.725691,52.342249,418785,271610,unstaffed,true,false,16,true,F1,31,72774,
BTR,BRAINTREE,0.556687,51.875390,576093,222736,partTime,true,true,26,true,C2,44,727982,
AND,ANDERSTON,-4.270979,55.859895,257960,665300,partTime,true,true,0,true,E,214,728408,
PMR,PECKHAM RYE,-0.069414,51.470032,534190,176330,fullTime,true,true,0,true,D,536,7295370,
PTM,PORTHMADOG,-4.134446,52.930915,256630,339190,unstaffed,false,false,108,true,F1,16,73056,
HFS,HATFIELD & STAINFORTH,-1.023377,53.588714,464745,410680,unstaffed,true,false,15,true,F1,71,73108,
ULC,ULCEBY,-0.300827,53.619199,512490,414970,unstaffed,true,false,0,true,F2,16,7320,
PYJ,PAISLEY ST JAMES,-4.442443,55.852116,247200,664800,unstaffed,true,false,0,true,F,73,73330,
OKN,OAKENGATES,-2.450194,52.693396,369670,310730,unstaffed,true,true,0,true,F2,43,73438,
WMW,WALTHAMSTOW QUEEN'S ROAD,-0.023846,51.581501,537020,188810,partTime,true,true,0,NA,E,140,734832,
WWO,WEST WORTHING,-0.392985,50.818352,513300,103320,partTime,true,true,0,true,D,189,735324,
RDR,RADYR,-3.248353,51.516321,313475,180450,partTime,true,true,114,NA,E,254,735734,
LNW,LLANWRTYD,-3.632163,52.104709,288310,246410,unstaffed,false,false,6,NA,F2,8,7368,
PFR,PONTEFRACT BAGHILL,-1.303353,53.691880,446100,421940,unstaffed,true,false,8,true,F1,6,7376,
AGL,ABERGELE & PENSARN,-3.582622,53.294571,294612,378681,unstaffed,true,true,6,NA,F1,39,73772,
CRT,CHARTHAM,1.018039,51.257264,610683,155227,unstaffed,true,true,0,true,F2,53,73888,
PEN,PENARTH,-3.174441,51.435887,318460,171420,partTime,true,true,15,NA,E,116,739030,
AMT,ALDERMASTON,-1.137424,51.401960,460100,167345,unstaffed,true,false,46,true,F1,50,73942,
DFR,DRUMFROCHAR,-4.774766,55.941246,226800,675500,unstaffed,true,false,0,true,F,38,73980,
BTB,BARNETBY,-0.409680,53.575119,505400,409900,unstaffed,true,true,16,true,F1,47,73998,
LGN,LONGTON,-2.137011,52.989951,390900,343633,unstaffed,true,false,0,true,F2,30,74232,
PSL,PORT SUNLIGHT,-2.998029,53.349250,333660,384060,fullTime,true,false,0,true,E,194,742410,
BSB,BLEASBY,-0.943687,53.041363,470920,349865,unstaffed,true,false,0,true,F2,20,7426,
SBR,SPEAN BRIDGE,-4.921607,56.890012,222120,781430,unstaffed,false,false,4,true,F,8,7452,
MKM,MELKSHAM,-2.144497,51.379821,390040,164540,unstaffed,true,true,10,true,F2,18,74534,
SWL,SWALE,0.747134,51.389235,591234,169158,unstaffed,true,true,0,true,F2,75,7470,
BPT,BISHOPTON (RENFREWSHIRE),-4.500486,55.902263,243769,670509,partTime,true,true,192,true,E,151,747094,
VIC,LONDON VICTORIA,-0.144559,51.495256,528900,179000,fullTime,true,true,107,true,A,1551,74715808,
GLD,GUILDFORD,-0.580425,51.236968,499200,149600,fullTime,true,true,657,true,B,463,7494002,
APF,APPLEFORD,-1.242141,51.639640,452542,193698,unstaffed,false,false,0,true,F2,20,7504,
SIV,ST IVES (CORNWALL),-5.477912,50.209043,151947,40127,unstaffed,true,true,200,true,F1,56,750478,
SRY,SHOEBURYNESS,0.795345,51.530971,593986,185044,fullTime,true,true,38,true,E,182,751332,
KEY,KEYHAM,-4.179599,50.389878,245160,56715,unstaffed,true,false,0,true,F2,23,7516,
SXY,SAXILBY,-0.664040,53.267203,489200,375300,unstaffed,true,false,6,true,F1,43,75172,
BMV,BROMSGROVE,-2.047345,52.322285,396870,269355,unstaffed,true,true,251,true,F1,138,752792,
HLC,HELENSBURGH CENTRAL,-4.732758,56.004207,229700,682400,partTime,true,true,18,true,D,73,753118,
MIS,MISTLEY,1.081400,51.943629,611884,231722,unstaffed,true,true,6,NA,F1,52,75366,
TPN,TON PENTRE,-3.486187,51.647799,297270,195380,unstaffed,true,false,0,NA,F2,63,75472,
KGS,KINGS SUTTON,-1.280931,52.021350,449439,236125,unstaffed,true,true,23,true,F2,49,75554,
SAC,ST ALBANS CITY,-0.327538,51.750471,515549,207076,fullTime,true,true,0,true,D,437,7560310,
DBC,DUMBARTON CENTRAL,-4.566920,55.946653,239800,675600,partTime,true,true,80,true,C,222,756388,
HNC,HAMILTON CENTRAL,-4.038885,55.773192,272200,655200,partTime,true,true,296,true,D,139,756528,
GDN,GODSTONE,-0.050085,51.218156,536277,148357,unstaffed,true,true,0,true,F2,58,75704,
NBC,NEW BECKENHAM,-0.035273,51.416768,536720,170470,partTime,true,true,0,true,E,153,757444,
CBL,CAMBUSLANG,-4.173008,55.819605,263950,660620,partTime,true,true,0,true,D,219,758836,
FPK,FINSBURY PARK,-0.106285,51.564300,531358,186746,fullTime,true,true,0,true,C2,618,7614996,
AWT,ARMATHWAITE,-2.772071,54.809464,350475,546340,unstaffed,true,false,4,true,F2,15,7616,
BRR,BARRHEAD,-4.397283,55.803752,249840,659320,partTime,true,true,110,true,E,107,761664,
BOH,BOSHAM,-0.847431,50.842746,481246,105435,partTime,true,true,0,true,E,44,76172,
PWL,PWLLHELI,-4.416697,52.887833,237500,335000,unstaffed,true,false,57,true,E,16,76236,
WGR,WOODGRANGE PARK,0.044423,51.549262,541850,185355,partTime,true,true,0,NA,E,140,764606,
MHM,MERSTHAM,-0.150226,51.264153,529155,153291,partTime,true,true,0,true,D,178,765084,
WHA,WESTENHANGER,1.038050,51.094959,612825,137240,unstaffed,true,true,10,true,F1,57,76602,
QPK,QUEENS PARK (GLASGOW),-4.266750,55.835303,258135,662555,partTime,true,true,0,true,E,156,766664,
BCG,BIRCHGROVE,-3.201853,51.521555,316711,180978,unstaffed,false,true,0,true,F2,60,76678,
WHE,WHALLEY (LANCASHIRE),-2.412253,53.824016,372960,436495,unstaffed,true,false,16,true,F2,42,76684,
BLG,BELLGROVE,-4.224374,55.856703,260865,664850,unstaffed,true,true,0,true,F,201,767426,
GLT,GLENROTHES WITH THORNTON,-3.143015,56.162355,329110,697220,unstaffed,true,false,48,true,F,87,76810,
HHB,HEYSHAM PORT,-2.913114,54.033142,340290,460070,unstaffed,true,false,0,true,F1,2,7698,
YET,YETMINSTER,-2.573756,50.895763,359745,110855,unstaffed,true,false,5,true,F2,18,7698,
HOT,HENLEY-ON-THAMES,-0.900212,51.534178,476380,182270,partTime,true,true,280,true,E,71,770904,
CET,COLCHESTER TOWN,0.904763,51.886454,600000,224865,partTime,true,true,0,true,E,99,771090,
BIN,BINGHAM,-0.951543,52.954189,470535,340160,unstaffed,true,false,6,true,F1,36,77128,
GTA,GREAT AYTON,-1.115345,54.489569,457405,510830,unstaffed,true,false,10,true,F2,10,7726,
SFD,SALFORD CENTRAL,-2.254841,53.483082,383186,398515,fullTime,true,false,0,true,E,233,772844,
WOK,WOKING,-0.556960,51.318468,500660,158695,fullTime,true,true,590,true,B,586,7729100,
LGO,LLANGYNLLO,-3.161369,52.349623,320990,273030,unstaffed,false,false,0,NA,F2,9,774,
HNW,HAMILTON WEST,-4.054808,55.778858,271220,655860,partTime,true,true,191,true,E,139,774500,
TRS,THURSTON,0.808653,52.250002,591823,265030,unstaffed,false,true,12,true,F2,40,77592,
WET,WEETON,-1.581216,53.923176,427600,447530,unstaffed,true,true,0,true,F2,73,77718,
AUK,AUCHINLECK,-4.295349,55.470272,255000,622000,unstaffed,true,false,23,true,F,23,77754,
HNT,HUNTLY,-2.775740,57.444487,353537,839618,partTime,true,true,27,true,E,24,77782,
WWR,WANDSWORTH ROAD,-0.138520,51.470215,529390,176226,unstaffed,true,true,0,true,F1,146,779918,
GLE,GLENEAGLES,-3.731168,56.274848,292900,710500,unstaffed,false,true,40,true,F,32,77998,
BIL,BILLINGHAM,-1.279720,54.605605,446625,523620,unstaffed,true,false,8,true,F2,34,78004,
CEA,CLELAND,-3.910244,55.804646,280365,658470,unstaffed,true,false,23,true,F,33,78068,
